"units","objectType","objects","OID","status","index","ID","objectFullName","defval","objectSyntax","description","maxAccess","augments","reference","objectName","parent","module"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.16","deprecated","","16","IP-MIB::ipReasmFails","","Counter32","""The number of failures detected by the IPv4 re-assembly algorithm (for whatever reason: timed out, errors, etc). Note that this is not necessarily a count of discarded IPv4 fragments since some algorithms (notably the algorithm in RFC 815) can lose track of the number of fragments by combining them as they are received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsReasmFails.""","read-only","","","ipReasmFails","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.17","deprecated","","17","IP-MIB::ipFragOKs","","Counter32","""The number of IPv4 datagrams that have been successfully fragmented at this entity. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsOutFragOKs.""","read-only","","","ipFragOKs","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.18","deprecated","","18","IP-MIB::ipFragFails","","Counter32","""The number of IPv4 datagrams that have been discarded because they needed to be fragmented at this entity but could not be, e.g., because their Don't Fragment flag was set. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsOutFragFails.""","read-only","","","ipFragFails","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.19","deprecated","","19","IP-MIB::ipFragCreates","","Counter32","""The number of IPv4 datagram fragments that have been generated as a result of fragmentation at this entity. This object has been deprecated as a new IP version neutral table has been added. It is loosely replaced by ipSystemStatsOutFragCreates.""","read-only","","","ipFragCreates","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.23","deprecated","","23","IP-MIB::ipRoutingDiscards","","Counter32","""The number of routing entries which were chosen to be discarded even though they are valid. One possible reason for discarding such an entry could be to free-up buffer space for other routing entries. This object was defined in pre-IPv6 versions of the IP MIB. It was implicitly IPv4 only, but the original specifications did not indicate this protocol restriction. In order to clarify the specifications, this object has been deprecated and a similar, but more thoroughly clarified, object has been added to the IP-FORWARD-MIB.""","read-only","","","ipRoutingDiscards","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20","deprecated","","20","IP-MIB::ipAddrTable","","SEQUENCE OF IpAddrEntry","""The table of addressing information relevant to this entity's IPv4 addresses. This table has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by the ipAddressTable although several objects that weren't deemed useful weren't carried forward while another (ipAdEntReasmMaxSize) was moved to the ipv4InterfaceTable.""","not-accessible","","","ipAddrTable","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20.1","deprecated","{ ipAdEntAddr }","1","IP-MIB::ipAddrEntry","","IpAddrEntry","""The addressing information for one of this entity's IPv4 addresses.""","not-accessible","","","ipAddrEntry","ipAddrTable","IP-MIB"
"","TEXTUAL-CONVENTION","","","","","","IP-MIB::IpAddrEntry","","SEQUENCE { ipAdEntAddr IpAddress, ipAdEntIfIndex INTEGER, ipAdEntNetMask IpAddress, ipAdEntBcastAddr INTEGER, ipAdEntReasmMaxSize INTEGER }","","","","","IpAddrEntry","","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20.1.1","deprecated","","1","IP-MIB::ipAdEntAddr","","IpAddress","""The IPv4 address to which this entry's addressing information pertains.""","read-only","","","ipAdEntAddr","ipAddrEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20.1.2","deprecated","","2","IP-MIB::ipAdEntIfIndex","","INTEGER (1..2147483647)","""The index value which uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex.""","read-only","","","ipAdEntIfIndex","ipAddrEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20.1.3","deprecated","","3","IP-MIB::ipAdEntNetMask","","IpAddress","""The subnet mask associated with the IPv4 address of this entry. The value of the mask is an IPv4 address with all the network bits set to 1 and all the hosts bits set to 0.""","read-only","","","ipAdEntNetMask","ipAddrEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20.1.4","deprecated","","4","IP-MIB::ipAdEntBcastAddr","","INTEGER (0..1)","""The value of the least-significant bit in the IPv4 broadcast address used for sending datagrams on the (logical) interface associated with the IPv4 address of this entry. For example, when the Internet standard all-ones broadcast address is used, the value will be 1. This value applies to both the subnet and network broadcast addresses used by the entity on this (logical) interface.""","read-only","","","ipAdEntBcastAddr","ipAddrEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.20.1.5","deprecated","","5","IP-MIB::ipAdEntReasmMaxSize","","INTEGER (0..65535)","""The size of the largest IPv4 datagram which this entity can re-assemble from incoming IPv4 fragmented datagrams received on this interface.""","read-only","","","ipAdEntReasmMaxSize","ipAddrEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.22","deprecated","","22","IP-MIB::ipNetToMediaTable","","SEQUENCE OF IpNetToMediaEntry","""The IPv4 Address Translation table used for mapping from IPv4 addresses to physical addresses. This table has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by the ipNetToPhysicalTable.""","not-accessible","","","ipNetToMediaTable","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.22.1","deprecated","{ ipNetToMediaIfIndex, ipNetToMediaNetAddress }","1","IP-MIB::ipNetToMediaEntry","","IpNetToMediaEntry","""Each entry contains one IpAddress to `physical' address equivalence.""","not-accessible","","","ipNetToMediaEntry","ipNetToMediaTable","IP-MIB"
"","TEXTUAL-CONVENTION","","","","","","IP-MIB::IpNetToMediaEntry","","SEQUENCE { ipNetToMediaIfIndex INTEGER, ipNetToMediaPhysAddress PhysAddress, ipNetToMediaNetAddress IpAddress, ipNetToMediaType INTEGER }","","","","","IpNetToMediaEntry","","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.22.1.1","deprecated","","1","IP-MIB::ipNetToMediaIfIndex","","INTEGER (1..2147483647)","""The interface on which this entry's equivalence is effective. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex. This object predates the rule limiting index objects to a max access value of 'not-accessible' and so continues to use a value of 'read-create'.""","read-create","","","ipNetToMediaIfIndex","ipNetToMediaEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.22.1.2","deprecated","","2","IP-MIB::ipNetToMediaPhysAddress","","PhysAddress (SIZE(0..65535))","""The media-dependent `physical' address. This object should return 0 when this entry is in the 'incomplete' state. As the entries in this table are typically not persistent when this object is written the entity should not save the change to non-volatile storage. Note: a stronger requirement is not used because this object was previously defined.""","read-create","","","ipNetToMediaPhysAddress","ipNetToMediaEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.22.1.3","deprecated","","3","IP-MIB::ipNetToMediaNetAddress","","IpAddress","""The IpAddress corresponding to the media-dependent `physical' address. This object predates the rule limiting index objects to a max access value of 'not-accessible' and so continues to use a value of 'read-create'.""","read-create","","","ipNetToMediaNetAddress","ipNetToMediaEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.22.1.4","deprecated","","4","IP-MIB::ipNetToMediaType","","INTEGER { other(1), invalid(2), dynamic(3), static(4) }","""The type of mapping. Setting this object to the value invalid(2) has the effect of invalidating the corresponding entry in the ipNetToMediaTable. That is, it effectively dis-associates the interface identified with said entry from the mapping identified with said entry. It is an implementation- specific matter as to whether the agent removes an invalidated entry from the table. Accordingly, management stations must be prepared to receive tabular information from agents that corresponds to entries not currently in use. Proper interpretation of such entries requires examination of the relevant ipNetToMediaType object. As the entries in this table are typically not persistent when this object is written the entity should not save the change to non-volatile storage. Note: a stronger requirement is not used because this object was previously defined.""","read-create","","","ipNetToMediaType","ipNetToMediaEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.1","deprecated","","1","IP-MIB::icmpInMsgs","","Counter32","""The total number of ICMP messages which the entity received. Note that this counter includes all those counted by icmpInErrors. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by icmpStatsInMsgs.""","read-only","","","icmpInMsgs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.2","deprecated","","2","IP-MIB::icmpInErrors","","Counter32","""The number of ICMP messages which the entity received but determined as having ICMP-specific errors (bad ICMP checksums, bad length, etc.). This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by icmpStatsInErrors.""","read-only","","","icmpInErrors","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.3","deprecated","","3","IP-MIB::icmpInDestUnreachs","","Counter32","""The number of ICMP Destination Unreachable messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInDestUnreachs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.4","deprecated","","4","IP-MIB::icmpInTimeExcds","","Counter32","""The number of ICMP Time Exceeded messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInTimeExcds","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.5","deprecated","","5","IP-MIB::icmpInParmProbs","","Counter32","""The number of ICMP Parameter Problem messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInParmProbs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.6","deprecated","","6","IP-MIB::icmpInSrcQuenchs","","Counter32","""The number of ICMP Source Quench messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInSrcQuenchs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.7","deprecated","","7","IP-MIB::icmpInRedirects","","Counter32","""The number of ICMP Redirect messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInRedirects","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.8","deprecated","","8","IP-MIB::icmpInEchos","","Counter32","""The number of ICMP Echo (request) messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInEchos","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.9","deprecated","","9","IP-MIB::icmpInEchoReps","","Counter32","""The number of ICMP Echo Reply messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInEchoReps","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.10","deprecated","","10","IP-MIB::icmpInTimestamps","","Counter32","""The number of ICMP Timestamp (request) messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInTimestamps","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.11","deprecated","","11","IP-MIB::icmpInTimestampReps","","Counter32","""The number of ICMP Timestamp Reply messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInTimestampReps","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.12","deprecated","","12","IP-MIB::icmpInAddrMasks","","Counter32","""The number of ICMP Address Mask Request messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInAddrMasks","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.13","deprecated","","13","IP-MIB::icmpInAddrMaskReps","","Counter32","""The number of ICMP Address Mask Reply messages received. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpInAddrMaskReps","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.14","deprecated","","14","IP-MIB::icmpOutMsgs","","Counter32","""The total number of ICMP messages which this entity attempted to send. Note that this counter includes all those counted by icmpOutErrors. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by icmpStatsOutMsgs.""","read-only","","","icmpOutMsgs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.15","deprecated","","15","IP-MIB::icmpOutErrors","","Counter32","""The number of ICMP messages which this entity did not send due to problems discovered within ICMP, such as a lack of buffers. This value should not include errors discovered outside the ICMP layer, such as the inability of IP to route the resultant datagram. In some implementations, there may be no types of error which contribute to this counter's value. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by icmpStatsOutErrors.""","read-only","","","icmpOutErrors","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.16","deprecated","","16","IP-MIB::icmpOutDestUnreachs","","Counter32","""The number of ICMP Destination Unreachable messages sent. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpOutDestUnreachs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.17","deprecated","","17","IP-MIB::icmpOutTimeExcds","","Counter32","""The number of ICMP Time Exceeded messages sent. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpOutTimeExcds","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.18","deprecated","","18","IP-MIB::icmpOutParmProbs","","Counter32","""The number of ICMP Parameter Problem messages sent. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpOutParmProbs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.19","deprecated","","19","IP-MIB::icmpOutSrcQuenchs","","Counter32","""The number of ICMP Source Quench messages sent. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpOutSrcQuenchs","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.20","deprecated","","20","IP-MIB::icmpOutRedirects","","Counter32","""The number of ICMP Redirect messages sent. For a host, this object will always be zero, since hosts do not send redirects. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpOutRedirects","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.21","deprecated","","21","IP-MIB::icmpOutEchos","","Counter32","""The number of ICMP Echo (request) messages sent. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by a column in the icmpMsgStatsTable.""","read-only","","","icmpOutEchos","icmp","IP-MIB"
